taille;tempsMachine;TempsUser
1000;1294;0
1000;855;0
1000;1007;0
1000;948;0
1000;867;0
1000;974;0
1000;886;0
1000;894;0
1000;920;0
1000;856;0
1000;892;0
1000;882;0
1000;834;0
1000;918;0
1000;810;0
1000;773;0
1000;440;0
1000;878;0
1000;758;0
1000;891;0
1000;1476;0
1000;833;0
1000;770;0
1000;970;0
1000;821;0
1000;749;0
1000;878;0
1000;729;0
1000;545;0
1000;882;0
26000;3908;4000
26000;4208;4000
26000;3986;4000
26000;3971;4000
26000;4070;8000
26000;3754;8000
26000;3777;8000
26000;3155;4000
26000;3366;4000
26000;3329;8000
26000;3418;8000
26000;3024;4000
26000;3075;4000
26000;3599;0
26000;3660;4000
26000;3169;4000
26000;4800;4000
26000;3079;4000
26000;3249;8000
26000;3097;4000
26000;3504;4000
26000;2891;4000
26000;2832;4000
26000;3035;4000
26000;3496;8000
26000;3253;8000
26000;3171;8000
26000;3278;8000
26000;3175;8000
26000;3139;4000
51000;5812;8000
51000;5646;8000
51000;6060;8000
51000;6169;8000
51000;6141;8000
51000;7903;8000
51000;5468;4000
51000;5899;8000
51000;5169;8000
51000;6117;8000
51000;5811;8000
51000;5754;8000
51000;5988;8000
51000;9862;4000
51000;6358;8000
51000;5864;4000
51000;5304;8000
51000;5767;8000
51000;5076;8000
51000;5439;8000
51000;5277;8000
51000;6066;8000
51000;5671;8000
51000;5763;8000
51000;5441;8000
51000;5998;4000
51000;6430;8000
51000;6856;8000
51000;5702;8000
51000;5416;8000
76000;8586;8000
76000;9682;4000
76000;8932;8000
76000;7699;8000
76000;9180;8000
76000;8737;8000
76000;7797;8000
76000;8716;8000
76000;8267;8000
76000;8810;8000
76000;8358;8000
76000;9398;8000
76000;9164;4000
76000;8083;12000
76000;8846;8000
76000;8056;12000
76000;9919;8000
76000;8294;8000
76000;8183;8000
76000;8899;8000
76000;8324;8000
76000;9330;8000
76000;8545;12000
76000;8724;8000
76000;10823;8000
76000;9147;8000
76000;8310;8000
76000;8962;8000
76000;10268;8000
76000;8834;8000
101000;10196;16000
101000;12734;16000
101000;11321;12000
101000;11827;12000
101000;11525;12000
101000;10977;16000
101000;11552;12000
101000;11551;12000
101000;11804;12000
101000;11588;4000
101000;10638;12000
101000;9911;16000
101000;10745;16000
101000;11326;16000
101000;12182;12000
101000;10267;16000
101000;10508;16000
101000;11967;12000
101000;11490;16000
101000;10448;16000
101000;11871;12000
101000;10354;16000
101000;10601;16000
101000;10783;16000
101000;11017;12000
101000;12170;12000
101000;10557;12000
101000;12576;12000
101000;12027;16000
101000;11136;12000
126000;12907;20000
126000;11333;12000
126000;13359;12000
126000;13806;12000
126000;13769;16000
126000;13394;12000
126000;14141;20000
126000;16639;20000
126000;12897;16000
126000;14071;12000
126000;12575;20000
126000;14102;16000
126000;14221;16000
126000;14053;16000
126000;21168;16000
126000;15302;12000
126000;14568;16000
126000;14107;16000
126000;14141;16000
126000;11824;16000
126000;13517;16000
126000;14554;12000
126000;13603;12000
126000;13709;16000
126000;15063;12000
126000;13008;12000
126000;15012;12000
126000;14892;12000
126000;16244;8000
126000;14183;12000
151000;15772;12000
151000;16962;16000
151000;16904;16000
151000;15095;20000
151000;15321;20000
151000;17562;16000
151000;17878;20000
151000;16178;20000
151000;17370;12000
151000;15013;20000
151000;15966;12000
151000;15893;20000
151000;16515;20000
151000;16573;16000
151000;17170;20000
151000;16015;20000
151000;17983;16000
151000;16408;16000
151000;17842;12000
151000;16640;20000
151000;16216;16000
151000;16350;16000
151000;14788;20000
151000;14972;16000
151000;16391;16000
151000;14787;16000
151000;15543;16000
151000;15375;20000
151000;18019;16000
151000;16250;20000
176000;19172;24000
176000;17624;20000
176000;19705;16000
176000;19230;20000
176000;27316;20000
176000;17760;24000
176000;19961;28000
176000;22584;24000
176000;22978;28000
176000;28149;20000
176000;21509;28000
176000;22780;28000
176000;20437;24000
176000;20656;20000
176000;21015;16000
176000;18436;28000
176000;26964;28000
176000;20979;28000
176000;16696;24000
176000;18684;20000
176000;27610;28000
176000;17212;28000
176000;19014;24000
176000;19300;20000
176000;17748;24000
176000;19222;20000
176000;18432;20000
176000;19903;16000
176000;19283;24000
176000;16664;24000
201000;21379;24000
201000;29703;32000
201000;23102;24000
201000;21673;20000
201000;22231;24000
201000;21567;28000
201000;21394;24000
201000;21187;20000
201000;20009;16000
201000;21222;20000
201000;19127;20000
201000;19405;24000
201000;18377;24000
201000;19903;20000
201000;21237;20000
201000;20890;16000
201000;18547;24000
201000;20842;24000
201000;27595;32000
201000;23640;32000
201000;21376;24000
201000;22023;24000
201000;21575;20000
201000;20414;28000
201000;23859;20000
201000;22583;20000
201000;21365;28000
201000;21303;20000
201000;25274;32000
201000;22897;24000
226000;23542;32000
