taille;tempsMachine;TempsUser
1000;1304;0
1000;1028;0
1000;977;0
1000;905;0
1000;1033;0
1000;1108;0
1000;919;0
1000;1046;0
1000;988;0
1000;915;0
1000;1009;0
1000;770;0
1000;856;0
1000;703;0
1000;821;0
1000;544;0
1000;950;0
1000;909;0
1000;778;0
1000;926;0
1000;897;0
1000;899;0
1000;903;0
1000;812;0
1000;811;0
1000;864;0
1000;747;0
1000;746;0
1000;869;0
1000;779;0
26000;4633;4000
26000;4057;0
26000;7904;8000
26000;4101;4000
26000;3957;8000
26000;4170;4000
26000;3949;8000
26000;3700;8000
26000;3959;4000
26000;3494;4000
26000;3527;8000
26000;3706;8000
26000;3658;8000
26000;3589;4000
26000;3176;4000
26000;3032;4000
26000;9869;4000
26000;2943;4000
26000;3593;4000
26000;3277;4000
26000;3411;8000
26000;3146;4000
26000;7698;0
26000;3184;4000
26000;3647;8000
26000;3200;4000
26000;3383;0
26000;3240;4000
26000;3357;0
26000;3597;8000
51000;5875;0
51000;10700;4000
51000;6138;4000
51000;5960;4000
51000;5353;8000
51000;6041;8000
51000;6240;8000
51000;6522;8000
51000;6210;8000
51000;6158;8000
51000;5993;8000
51000;6043;8000
51000;6705;8000
51000;6248;8000
51000;6547;8000
51000;5916;8000
51000;5675;8000
51000;6065;8000
51000;4986;8000
51000;6275;8000
51000;5570;4000
51000;5908;8000
51000;6373;4000
51000;6948;8000
51000;5672;8000
51000;6036;8000
51000;5581;4000
51000;6404;8000
51000;5775;8000
51000;5750;8000
76000;9739;8000
76000;9085;8000
76000;10144;8000
76000;9302;8000
76000;8413;12000
76000;9516;8000
76000;8685;8000
76000;8176;8000
76000;9361;8000
76000;8769;8000
76000;9629;8000
76000;8504;12000
76000;10084;8000
76000;8512;8000
76000;8481;8000
76000;8631;8000
76000;7775;8000
76000;9939;8000
76000;7761;8000
76000;7914;12000
76000;9626;8000
76000;8083;8000
76000;9263;8000
76000;7311;8000
76000;9483;8000
76000;9787;8000
76000;9716;8000
76000;9197;8000
76000;9241;8000
76000;9392;8000
101000;12097;8000
101000;11171;16000
101000;13451;16000
101000;12966;16000
101000;12167;12000
101000;12440;8000
101000;11681;8000
101000;11612;12000
101000;12543;12000
101000;11637;12000
101000;10561;16000
101000;12262;12000
101000;12567;12000
101000;12600;12000
101000;11567;12000
101000;13834;12000
101000;19258;12000
101000;12497;12000
101000;19847;16000
101000;12061;8000
101000;12738;8000
101000;11723;8000
101000;13731;16000
101000;19774;12000
101000;16975;16000
101000;15560;16000
101000;13724;16000
101000;20249;20000
101000;16605;16000
101000;14872;12000
126000;18209;12000
126000;15944;16000
126000;14522;16000
126000;16313;16000
126000;13849;12000
126000;14973;16000
126000;13982;20000
126000;14755;16000
126000;15559;12000
126000;14384;16000
126000;12327;8000
126000;13693;16000
126000;15450;12000
126000;15076;16000
126000;14987;16000
126000;12393;16000
126000;13502;12000
126000;15679;16000
126000;12707;16000
126000;14021;16000
126000;13849;16000
126000;16151;16000
126000;14265;20000
126000;12896;20000
126000;13958;16000
126000;15722;16000
126000;14158;20000
126000;15696;12000
126000;13563;16000
126000;13733;16000
151000;14483;16000
151000;17962;16000
151000;15735;20000
151000;17266;16000
151000;16195;16000
151000;25667;20000
151000;17436;20000
151000;17450;12000
151000;18350;16000
151000;16598;16000
151000;16952;20000
151000;17461;16000
151000;17255;16000
151000;17725;16000
151000;17217;20000
151000;26467;20000
151000;16884;16000
151000;14889;16000
151000;16925;16000
151000;15677;12000
151000;20315;16000
151000;14949;16000
151000;18553;16000
151000;15077;16000
151000;14913;16000
151000;16740;16000
151000;17204;16000
151000;17074;12000
151000;17116;12000
151000;19762;16000
176000;19005;20000
176000;18420;24000
176000;16942;20000
176000;21139;24000
176000;20209;24000
176000;18047;24000
176000;19325;20000
176000;21097;20000
176000;18896;24000
176000;20332;24000
176000;20364;24000
176000;23161;24000
176000;25284;32000
176000;26938;28000
176000;29985;32000
176000;22640;20000
176000;21399;24000
176000;19920;28000
176000;20322;20000
176000;20578;28000
176000;24073;12000
176000;31581;36000
176000;25418;28000
176000;24166;24000
176000;33069;32000
176000;28671;40000
176000;23814;28000
176000;20314;24000
176000;20300;20000
176000;20597;28000
201000;23420;24000
201000;26999;24000
201000;22423;28000
201000;23196;28000
201000;22200;24000
201000;29588;36000
201000;25599;28000
201000;25253;24000
201000;23067;20000
201000;20488;20000
201000;22300;20000
201000;27874;32000
201000;24977;36000
201000;24802;24000
201000;21851;28000
201000;23583;32000
201000;22509;28000
201000;21236;24000
201000;20588;24000
201000;22606;28000
201000;21612;24000
201000;31218;28000
201000;27617;28000
201000;25235;32000
201000;21662;20000
201000;26357;28000
201000;23846;24000
201000;20197;24000
201000;20171;20000
201000;27580;24000
226000;25184;24000
226000;25280;28000
226000;20823;24000
226000;26850;36000
226000;24440;28000
226000;25108;20000
226000;26645;32000
226000;22835;24000
226000;24637;24000
226000;25755;28000
226000;28186;32000
226000;33739;36000
226000;32864;32000
226000;29148;36000
226000;24508;20000
226000;30651;28000
226000;25636;28000
226000;20752;24000
226000;24434;28000
226000;24560;36000
226000;38182;44000
226000;32773;40000
226000;29014;32000
226000;27536;36000
226000;25708;24000
226000;26026;32000
226000;26625;36000
226000;23123;28000
226000;27204;32000
226000;24169;24000
251000;29364;28000
251000;32679;40000
251000;27670;36000
251000;37732;44000
251000;34347;40000
251000;31463;36000
251000;26000;24000
251000;36881;44000
251000;29867;36000
251000;30242;28000
251000;23818;24000
251000;28029;28000
251000;27432;32000
251000;30600;28000
251000;31090;32000
251000;27209;32000
251000;24088;36000
251000;31060;40000
251000;27390;32000
251000;32662;32000
251000;38948;44000
