taille;tempsMachine;TempsUser
1000;355;0
1000;248;0
1000;314;0
1000;342;0
1000;347;0
1000;282;0
1000;247;0
1000;246;0
1000;278;0
1000;245;0
1000;315;0
1000;227;0
1000;269;0
1000;356;0
1000;360;0
1000;304;0
1000;342;0
1000;360;0
1000;301;0
1000;369;0
1000;317;0
1000;366;0
1000;294;0
1000;293;0
1000;314;0
1000;360;0
1000;353;0
1000;350;0
1000;350;0
1000;421;0
26000;2469;4000
26000;2649;4000
26000;7019;4000
26000;2316;4000
26000;3375;0
26000;2653;4000
26000;2412;0
26000;2405;4000
26000;1998;0
26000;2483;8000
26000;2509;0
26000;2267;4000
26000;2481;0
26000;2715;0
26000;2806;0
26000;2929;0
26000;2578;0
26000;2337;4000
26000;2378;4000
26000;2355;4000
26000;2202;4000
26000;2262;0
26000;2427;4000
26000;2345;4000
26000;2051;4000
26000;2323;0
26000;2634;4000
26000;2998;4000
26000;2259;4000
26000;2584;4000
51000;3819;8000
51000;3781;8000
51000;4179;8000
51000;3654;8000
51000;3894;4000
51000;4785;8000
51000;3860;8000
51000;4535;8000
51000;3769;0
51000;4078;8000
51000;4312;8000
51000;4308;8000
51000;7278;4000
51000;4681;8000
51000;3837;4000
51000;3723;8000
51000;5634;4000
51000;5989;8000
51000;5645;4000
51000;3917;8000
51000;4451;8000
51000;3598;8000
51000;3725;4000
51000;3477;8000
51000;3534;4000
51000;3414;4000
51000;3313;8000
51000;3102;4000
51000;4385;4000
51000;4277;4000
76000;5338;4000
76000;5111;4000
76000;4916;4000
76000;4790;8000
76000;4782;8000
76000;4606;4000
76000;4940;8000
76000;5681;4000
76000;5311;8000
76000;5007;8000
76000;4709;8000
76000;5029;8000
76000;4609;8000
76000;4785;4000
76000;5173;8000
76000;5255;8000
76000;5175;8000
76000;4626;4000
76000;5025;4000
76000;6257;8000
76000;4818;8000
76000;4785;8000
76000;7588;4000
76000;4572;8000
76000;4761;4000
76000;4713;8000
76000;4690;4000
76000;6536;4000
76000;4581;8000
76000;5042;8000
101000;7482;12000
101000;6558;12000
101000;6195;12000
101000;6090;8000
101000;6151;12000
101000;6196;4000
101000;6105;12000
101000;7929;12000
101000;7330;12000
101000;6578;12000
101000;6224;12000
101000;6203;12000
101000;6117;12000
101000;6422;8000
101000;6189;12000
101000;6656;12000
101000;6303;12000
101000;5941;8000
101000;6041;12000
101000;6581;12000
101000;6249;12000
101000;6198;12000
101000;6276;12000
101000;6273;12000
101000;6278;12000
101000;6184;12000
101000;7269;8000
101000;6055;12000
101000;8603;8000
101000;6380;12000
126000;11636;0
126000;8102;16000
126000;7575;16000
126000;7630;12000
126000;7788;16000
126000;7875;12000
126000;7551;12000
126000;7758;12000
126000;7736;12000
126000;9229;12000
126000;9301;12000
126000;7802;12000
126000;8244;12000
126000;7618;8000
126000;7958;12000
126000;7661;12000
126000;7598;12000
126000;7698;12000
126000;9331;8000
126000;7959;16000
126000;7627;12000
126000;7699;12000
126000;9569;8000
126000;7844;12000
126000;7657;8000
126000;7715;12000
126000;7606;8000
126000;7502;12000
126000;7888;16000
126000;7677;8000
151000;13040;8000
151000;9477;16000
151000;9171;16000
151000;9620;16000
151000;8985;16000
151000;12237;20000
151000;9730;16000
151000;13130;4000
151000;9103;12000
151000;9124;12000
151000;9048;16000
151000;8857;12000
151000;8996;12000
151000;8988;12000
151000;9313;12000
151000;8951;12000
151000;9263;16000
151000;9544;12000
151000;9437;16000
151000;8968;8000
151000;9113;16000
151000;10293;12000
151000;9114;16000
151000;10395;8000
151000;8923;16000
151000;9252;16000
151000;9484;12000
151000;9172;16000
151000;9166;16000
151000;9450;12000
176000;10453;16000
176000;10520;20000
176000;10535;16000
176000;11045;20000
176000;10592;20000
176000;10660;20000
176000;10941;20000
176000;12551;20000
176000;19721;16000
176000;11284;24000
176000;10568;12000
