taille;tempsMachine;TempsUser;TempSys
1148;572;0;0
1149;684;0;0
1150;681;0;0
1151;444;0;0
1152;687;0;0
1153;344;0;0
1154;593;0;0
1155;564;0;0
1156;598;0;0
1157;602;0;0
1158;609;0;0
1159;518;0;0
1160;328;0;0
1161;653;0;0
1162;588;0;0
1163;581;0;0
1164;470;0;0
1165;430;0;0
1166;486;0;0
1167;383;0;0
1168;658;0;0
1169;439;0;0
1170;326;0;0
1171;712;0;0
1172;812;0;0
1173;710;0;0
1174;314;0;0
1175;606;0;0
1176;365;0;0
1177;480;0;0
1178;344;0;0
1179;597;0;0
1180;324;0;0
1181;521;0;0
1182;450;0;0
1183;425;0;0
1184;421;0;0
1185;456;0;0
1186;320;0;0
1187;695;0;0
1188;432;0;0
1189;498;0;0
1190;796;0;0
1191;291;0;0
1192;665;0;0
1193;319;0;0
1194;577;0;0
1195;511;0;0
1196;661;0;0
1197;508;0;0
1198;604;0;0
1199;578;0;0
1200;346;0;0
1201;428;0;0
1202;497;0;0
1203;789;0;0
1204;541;0;0
1205;485;0;0
1206;553;0;0
1207;517;0;0
1208;956;0;0
1209;453;0;0
1210;559;0;0
1211;557;0;0
1212;539;0;0
1213;530;0;0
1214;478;0;0
1215;387;0;0
1216;383;0;0
1217;567;0;0
1218;588;0;0
1219;465;0;0
1220;468;0;0
1221;320;0;0
1222;367;0;0
1223;267;0;0
1224;465;0;0
1225;572;0;0
1226;358;0;0
1227;455;0;0
1228;414;0;0
1229;426;0;0
1230;554;0;0
1231;438;0;0
1232;432;0;0
1233;469;0;0
1234;560;0;0
1235;419;0;0
1236;719;0;0
1237;617;0;0
1238;444;0;0
1239;355;0;0
1240;477;0;0
1241;504;0;0
1242;499;0;0
1243;934;0;0
1244;548;0;0
1245;438;0;0
1246;341;0;0
1247;1166;0;0
1248;414;0;0
1249;502;0;0
1250;363;0;0
1251;744;0;0
1252;564;0;0
1253;675;0;0
1254;752;0;0
1255;351;0;0
1256;508;0;0
1257;308;0;0
1258;304;0;0
1259;641;0;0
1260;662;0;0
1261;667;0;0
1262;395;0;0
1263;312;0;0
1264;548;0;0
1265;572;0;0
1266;830;0;0
1267;561;0;0
1268;486;0;0
1269;368;0;0
1270;553;0;0
1271;511;0;0
1272;588;0;0
1273;625;0;0
1274;578;0;0
1275;634;0;0
1276;369;0;0
1277;800;0;0
1278;357;0;0
1279;255;0;0
1280;590;0;0
1281;319;0;0
1282;727;0;0
1283;413;0;0
1284;419;0;0
1285;639;0;0
1286;360;0;0
1287;722;0;0
1288;799;0;0
1289;624;0;0
1290;524;0;0
1291;605;0;0
1292;771;0;0
1293;849;0;0
1294;786;0;0
1295;603;0;0
1296;812;0;0
1297;729;0;0
1298;396;0;0
1299;424;0;0
1300;630;0;0
1301;384;0;0
1302;845;0;0
1303;535;0;0
1304;391;0;0
1305;472;0;0
1306;724;0;0
1307;888;0;0
1308;576;0;0
1309;983;0;0
1310;476;0;0
1311;486;0;0
1312;572;0;0
1313;673;0;0
1314;588;0;0
1315;558;0;0
1316;843;0;0
1317;848;0;0
1318;631;0;0
1319;511;0;0
1320;781;0;0
1321;872;0;0
1322;575;0;0
1323;608;0;0
1324;731;0;0
1325;600;0;0
1326;863;0;0
1327;824;0;0
1328;954;0;0
1329;850;0;0
1330;1171;0;0
1331;1223;0;0
1332;963;0;0
1333;656;0;0
1334;485;0;0
1335;460;0;0
1336;923;0;0
1337;756;0;0
1338;477;0;0
1339;418;0;0
1340;419;0;0
1341;734;0;0
1342;878;0;0
1343;1048;0;0
1344;461;0;0
1345;871;0;0
1346;590;0;0
1347;723;0;0
1348;714;0;0
1349;711;0;0
1350;850;0;0
1351;389;0;0
1352;685;0;0
1353;852;0;0
1354;774;0;0
1355;925;0;0
1356;384;0;0
1357;404;0;0
1358;594;0;0
1359;393;0;0
1360;781;0;0
1361;431;0;0
1362;595;0;0
1363;701;0;0
1364;967;0;0
1365;576;0;0
1366;699;0;0
1367;655;0;0
1368;443;0;0
1369;554;0;0
1370;695;0;0
1371;410;0;0
1372;395;0;0
1373;459;0;0
1374;307;0;0
1375;329;0;0
1376;657;0;0
1377;412;0;0
1378;517;0;0
1379;468;0;0
1380;400;0;0
1381;525;0;0
1382;775;0;0
1383;655;0;0
1384;569;0;0
1385;569;0;0
1386;765;0;0
1387;438;0;0
1388;502;0;0
1389;630;0;0
1390;550;0;0
1391;620;0;0
1392;605;0;0
1393;613;0;0
1394;568;0;0
1395;421;0;0
1396;894;0;0
1397;683;0;0
1398;355;0;0
1399;552;0;0
1400;564;0;0
1401;412;0;0
1402;567;0;0
1403;456;0;0
1404;455;0;0
1405;403;0;0
1406;471;0;0
1407;536;0;0
1408;796;0;0
1409;490;0;0
1410;866;0;0
1411;413;0;0
1412;600;0;0
1413;510;0;0
1414;486;0;0
1415;487;0;0
1416;499;0;0
1417;557;0;0
1418;390;0;0
1419;499;0;0
1420;369;0;0
1421;591;0;0
1422;628;0;0
1423;849;0;0
1424;288;0;0
1425;714;0;0
1426;344;0;0
1427;640;0;0
1428;380;0;0
1429;636;0;0
1430;566;0;0
1431;408;0;0
1432;604;0;0
1433;499;0;0
1434;357;0;0
1435;387;0;0
1436;588;0;0
1437;488;0;0
1438;610;0;0
1439;524;0;0
1440;415;0;0
1441;763;0;0
1442;412;0;0
1443;850;0;0
1444;332;0;0
1445;566;0;0
1446;1012;0;0
1447;739;0;0
1448;331;0;0
1449;612;0;0
1450;443;0;0
1451;703;0;0
1452;601;0;0
1453;725;0;0
1454;458;0;0
1455;474;0;0
1456;612;0;0
1457;793;0;0
1458;356;0;0
1459;627;0;0
1460;726;0;0
1461;304;0;0
1462;637;0;0
1463;407;0;0
1464;786;0;0
1465;339;0;0
1466;333;0;0
1467;519;0;0
1468;421;0;0
1469;268;0;0
1470;483;0;0
1471;348;0;0
1472;327;0;0
1473;786;0;0
1474;622;0;0
1475;401;0;0
1476;685;0;0
1477;697;0;0
1478;637;0;0
1479;332;0;0
1480;545;0;0
1481;577;0;0
1482;655;0;0
1483;627;0;0
1484;506;0;0
1485;570;0;0
1486;743;0;0
1487;331;0;0
1488;617;0;0
1489;590;0;0
1490;675;0;0
1491;472;0;0
1492;479;0;0
1493;433;0;0
1494;722;0;0
1495;607;0;0
1496;436;0;0
1497;404;0;0
1498;483;0;0
1499;307;0;0
1500;632;0;0
1501;309;0;0
1502;521;0;0
1503;384;0;0
1504;799;0;0
1505;466;0;0
1506;639;0;0
1507;520;0;0
1508;769;0;0
1509;325;0;0
1510;694;0;0
1511;765;0;0
1512;623;0;0
1513;743;0;0
1514;608;0;0
1515;479;0;0
1516;692;0;0
1517;795;0;0
1518;1074;0;0
1519;685;0;0
1520;509;0;0
1521;543;0;0
1522;309;0;0
1523;438;0;0
1524;739;0;0
1525;576;0;0
1526;423;0;0
1527;446;0;0
1528;527;0;0
1529;367;0;0
1530;392;0;0
1531;527;0;0
1532;665;0;0
1533;615;0;0
1534;702;0;0
1535;541;0;0
1536;398;0;0
1537;469;0;0
1538;269;0;0
1539;621;0;0
1540;321;0;0
1541;326;0;0
1542;489;0;0
1543;817;0;0
1544;718;0;0
1545;377;0;0
1546;646;0;0
1547;371;0;0
1548;456;0;0
1549;765;0;0
1550;563;0;0
1551;567;0;0
1552;674;0;0
1553;786;0;0
1554;308;0;0
1555;666;0;0
1556;995;0;0
1557;637;0;0
1558;456;0;0
1559;398;0;0
1560;536;0;0
1561;439;0;0
1562;653;0;0
1563;616;0;0
1564;358;0;0
1565;384;0;0
1566;564;0;0
1567;550;0;0
1568;634;0;0
1569;589;0;0
1570;412;0;0
1571;646;0;0
1572;510;0;0
1573;607;0;0
1574;634;0;0
1575;771;0;0
1576;629;0;0
1577;628;0;0
1578;625;0;0
1579;564;0;0
1580;570;0;0
1581;558;0;0
1582;637;0;0
1583;525;0;0
1584;639;0;0
1585;373;0;0
1586;385;0;0
1587;710;0;0
1588;535;0;0
1589;558;0;0
1590;411;0;0
1591;387;0;0
1592;475;0;0
1593;349;0;0
1594;300;0;0
1595;460;0;0
1596;624;0;0
1597;631;0;0
1598;588;0;0
1599;501;0;0
1600;772;0;0
1601;545;0;0
1602;524;0;0
1603;607;0;0
1604;331;0;0
1605;729;0;0
1606;388;0;0
1607;511;0;0
1608;446;0;0
1609;642;0;0
1610;520;0;0
1611;788;0;0
1612;329;0;0
1613;823;0;0
1614;448;0;0
1615;461;0;0
1616;529;0;0
1617;466;0;0
1618;327;0;0
1619;327;0;0
1620;731;0;0
1621;779;0;0
1622;525;0;0
1623;801;0;0
1624;469;0;0
1625;557;0;0
1626;515;0;0
1627;744;0;0
1628;535;0;0
1629;563;0;0
1630;360;0;0
1631;508;0;0
1632;477;0;0
1633;467;0;0
1634;451;0;0
1635;653;0;0
1636;275;0;0
1637;500;0;0
1638;540;0;0
1639;470;0;0
1640;697;0;0
1641;696;0;0
1642;382;0;0
1643;532;0;0
1644;484;0;0
1645;466;0;0
1646;378;0;0
1647;686;0;0
1648;350;0;0
1649;535;0;0
1650;320;0;0
1651;468;0;0
1652;580;0;0
1653;392;0;0
1654;597;0;0
1655;783;0;0
1656;607;0;0
1657;486;0;0
1658;593;0;0
1659;652;0;0
1660;417;0;0
1661;625;0;0
1662;631;0;0
1663;332;0;0
1664;617;0;0
1665;317;0;0
1666;429;0;0
1667;600;0;0
1668;474;0;0
1669;622;0;0
1670;518;0;0
1671;523;0;0
1672;569;0;0
1673;512;0;0
1674;582;0;0
1675;635;0;0
1676;570;0;0
1677;420;0;0
1678;798;0;0
1679;885;0;0
1680;426;0;0
1681;917;0;0
1682;320;0;0
1683;628;0;0
1684;766;0;0
1685;473;0;0
1686;271;0;0
1687;329;0;0
1688;566;0;0
1689;324;0;0
1690;548;0;0
1691;477;0;0
1692;570;0;0
1693;564;0;0
1694;410;0;0
1695;413;0;0
1696;871;0;0
1697;601;0;0
1698;418;0;0
1699;635;0;0
1700;381;0;0
1701;451;0;0
1702;310;0;0
1703;926;0;0
1704;644;0;0
1705;902;0;0
1706;581;0;0
1707;798;0;0
1708;727;0;0
1709;526;0;0
1710;762;0;0
1711;829;0;0
1712;476;0;0
1713;612;0;0
1714;607;0;0
1715;749;0;0
1716;904;0;4000
1717;916;0;0
1718;591;0;0
1719;764;0;0
1720;571;0;0
1721;520;0;0
1722;446;0;0
1723;766;0;0
1724;722;0;4000
1725;581;0;0
1726;764;0;4000
1727;771;0;0
1728;577;0;0
1729;878;0;0
1730;567;0;0
1731;736;0;0
1732;583;0;0
1733;914;0;0
1734;584;0;0
1735;691;0;0
1736;477;0;0
1737;678;0;0
1738;1276;0;0
1739;599;0;0
1740;783;0;0
